Symbol,TTM_Net_Profit,Max_Annual_Net_Profit,TTM_Net_Sales,Max_Annual_Net_Sales
VASCONEQ,28.0,130.0,880.0,1077.0
VASWANI,-0.0,9.0,471.0,467.0
VBL,3409.0,3062.0,24126.0,21685.0
VCL,5.26,5.53,11.17,75.62
VEDL,28556.0,25096.0,88898.0,147308.0
VEDPOWER,,,,
VEEDOL,220.0,192.0,2263.0,2169.0
VELJAN,26.0,26.0,165.0,164.0
VENKEYS,173.0,268.0,3980.0,4400.0
VENTIVE,588.0,502.0,2496.0,2461.0
VENUSPIPES,104.0,102.0,1211.0,1167.0
VENUSREM,116.0,103.0,811.0,770.0
VERANDA,158.0,130.0,525.0,482.0
VERTOZ,27.0,26.0,303.0,292.0
VESUVIUS,256.0,265.0,2134.0,2104.0
VETO,27.0,29.0,411.0,387.0
VGL,-20.0,19.0,72.0,844.0
VGUARD,365.0,314.0,6310.0,5966.0
VHL,252.0,429.0,20.0,70.0
VHLTD,23.0,78.0,163.0,143.0
VIDHIING,53.0,59.0,438.0,537.0
VIDYAWIRES,63.0,58.0,1978.0,1840.0
VIJAYA,187.0,173.0,857.0,814.0
VIJIFIN,4.13,1.97,5.41,5.24
VIKASECO,,,,
VIKASLIFE,,,,
VIKRAMSOLR,357.0,469.0,5232.0,4803.0
VIKRAN,104.0,92.0,1294.0,1249.0
VIMTALABS,61.0,48.0,329.0,318.0
VINATIORGA,448.0,444.0,2381.0,2248.0
VINCOFE,79.0,72.0,612.0,553.0
VINDHYATEL,236.0,283.0,3405.0,4088.0
VINEETLAB,-10.0,7.0,55.0,243.0
VINNY,1.0,5.0,133.0,207.0
VINYLINDIA,19.0,36.0,601.0,1013.0
VIPCLOTHNG,10.0,10.0,253.0,261.0
VIPIND,-378.0,152.0,1875.0,2245.0
VIPULLTD,-28.0,234.0,63.0,284.0
VIRINCHI,-30.0,59.0,275.0,406.0
VISACHROME,1036.0,1660.0,511.0,2067.0
VISAKAIND,86.0,118.0,1762.0,1678.0
VISHNU,150.0,142.0,1696.0,1610.0
VISHWARAJ,-36.0,60.0,351.0,611.0
VISL,,,,
VITAL,,,,
VIVIANA,55.0,53.0,572.0,531.0
VIVIDHA,-1.33,1.71,0.24,102.76
VIVIMEDLAB,,,,
VIYASH,267.0,431.0,3575.0,3420.0
VLEGOV,-2.39,102.52,9.57,729.53
VLSFINANCE,47.0,324.0,64.0,4625.0
VMART,138.0,124.0,3993.0,3789.0
VMM,892.0,839.0,13493.0,12906.0
VMSTMT,17.0,21.0,874.0,882.0
VOEPL,18.0,15.0,996.0,824.0
VOGL,,,,
VOLTAMP,317.0,325.0,2274.0,2154.0
VOLTAS,442.0,834.0,14979.0,15413.0
VPRPL,-196.0,122.0,713.0,1474.0
VRAJ,36.0,57.0,643.0,588.0
VRLLOG,267.0,323.0,3356.0,3221.0
VSSL,143.0,122.0,1807.0,1764.0
VSTIND,279.0,327.0,1423.0,1465.0
VSTL,8.0,21.0,1212.0,1149.0
VSTTILLERS,109.0,121.0,1271.0,1240.0
VTL,860.0,1551.0,10186.0,10137.0
WAAREEENER,4003.0,3884.0,30043.0,26537.0
WAAREEINDO,166.0,1081.0,554.0,680.0
WAAREERTL,511.0,479.0,3652.0,3331.0
WABAG,394.0,370.0,4097.0,3944.0
WAKEFIT,193.0,189.0,1547.0,1489.0
WALCHANNAG,-3.0,20.0,317.0,802.0
WANBURY,43.0,81.0,630.0,661.0
WCIL,37.0,80.0,1878.0,1829.0
WEALTH,33.0,43.0,58.0,331.0
WEBELSOLAR,314.0,303.0,1203.0,1049.0
WEIZMANIND,6.0,9.0,128.0,135.0
WEL,12.0,19.0,734.0,894.0
WELCORP,2319.0,1902.0,17300.0,17340.0
WELENT,348.0,726.0,3544.0,3695.0
WELINV,3.08,7.33,5.29,8.3
WELSPLSOL,29.0,93.0,879.0,886.0
WELSPUNLIV,286.0,749.0,9934.0,10545.0
WENDT,17.0,41.0,255.0,236.0
WESTLIFE,32.0,112.0,2704.0,2626.0
WEWIN,4.37,5.62,96.86,93.65
WEWORK,85.0,128.0,2589.0,2440.0
WHEELS,166.0,158.0,5690.0,5465.0
WHIRLPOOL,252.0,567.0,8329.0,8034.0
WILLAMAGOR,-16.0,51.0,1.0,51.0
WINDLAS,66.0,66.0,942.0,904.0
WINDMACHIN,8.0,12.0,606.0,570.0
WIPL,-0.0,3.0,116.0,119.0
WIPRO,13285.0,13266.0,94968.0,92624.0
WOCKPHARMA,414.0,688.0,3564.0,4482.0
WONDERLA,102.0,158.0,593.0,519.0
WORTHPERI,19.0,21.0,311.0,305.0
WPIL,233.0,684.0,1977.0,1855.0
WSI,2.65,46.94,65.88,326.38
WSTCSTPAPR,237.0,1087.0,4375.0,4921.0
XCHANGING,61.0,62.0,207.0,307.0
XELPMOC,-7.91,4.08,3.92,14.74
XPROINDIA,33.0,45.0,535.0,535.0
XTGLOBAL,15.0,20.0,370.0,369.0
XTRANET,,,,
YASHO,58.0,68.0,939.0,830.0
YATHARTH,174.0,170.0,1334.0,1207.0
YATRA,31.0,47.0,985.0,1007.0
YESBANK,3775.0,4233.0,30658.0,30919.0
YUKEN,16.0,119.0,492.0,462.0
ZAGGLE,130.0,139.0,1999.0,1908.0
ZEEL,202.0,2220.0,8181.0,8637.0
ZEELEARN,45.0,156.0,406.0,517.0
ZEEMEDIA,-1.0,76.0,768.0,867.0
ZENITHEXPO,0.29,2.29,60.27,266.46
ZENITHSTL,4.02,11.63,41.91,183.63
ZENSARTECH,776.0,775.0,5811.0,5687.0
ZENTEC,197.0,299.0,671.0,974.0
ZFCVINDIA,499.0,517.0,4210.0,4119.0
ZFSTEERING,16.0,44.0,581.0,571.0
ZIMLAB,4.0,24.0,397.0,399.0
ZODIAC,25.0,21.0,587.0,544.0
ZODIACLOTH,-35.0,16.0,156.0,391.0
ZOTA,-104.0,9.0,609.0,539.0
ZSARACOM,132.0,104.0,165.0,128.0
ZUARI,974.0,982.0,2569.0,8103.0
ZUARIIND,106.0,713.0,1099.0,1045.0
ZYDUSLIFE,4593.0,5124.0,28592.0,27148.0
ZYDUSWELL,188.0,347.0,4537.0,3961.0
