Symbol,TTM_Net_Profit,Max_Annual_Net_Profit,TTM_Net_Sales,Max_Annual_Net_Sales
VETO,26.0,30.0,261.0,247.0
VGL,-20.0,19.0,72.0,844.0
VGUARD,311.0,260.0,6022.0,5692.0
VHL,46.0,182.0,61.0,189.0
VHLTD,22.0,76.0,137.0,132.0
VIDHIING,54.0,59.0,438.0,537.0
VIDYAWIRES,64.0,60.0,1911.0,1830.0
VIJAYA,193.0,179.0,808.0,768.0
VIJIFIN,4.13,1.97,5.41,5.24
VIKASECO,,27.0,,397.0
VIKASLIFE,,86.0,,492.0
VIKRAMSOLR,353.0,469.0,5204.0,4803.0
VIKRAN,104.0,92.0,1294.0,1249.0
VIMTALABS,80.0,78.0,419.0,407.0
VINATIORGA,499.0,488.0,2384.0,2248.0
VINCOFE,14.0,14.0,310.0,317.0
VINDHYATEL,60.0,169.0,3380.0,4088.0
VINEETLAB,-10.0,7.0,55.0,243.0
VINNY,1.0,5.0,133.0,207.0
VINYLINDIA,19.0,36.0,601.0,1013.0
VIPCLOTHNG,10.0,10.0,253.0,261.0
VIPIND,-379.0,161.0,1857.0,2216.0
VIPULLTD,-31.0,247.0,59.0,270.0
VIRINCHI,12.0,21.0,169.0,172.0
VISACHROME,1036.0,1050.0,511.0,1397.0
VISAKAIND,85.0,119.0,1759.0,1676.0
VISHNU,103.0,129.0,1257.0,1222.0
VISHWARAJ,-36.0,60.0,351.0,611.0
VISL,,-0.0,,6088.0
VITAL,,9.0,,120.0
VIVIANA,55.0,50.0,553.0,502.0
VIVIDHA,-1.33,1.71,0.24,102.76
VIVIMEDLAB,,126.0,,570.0
VIYASH,79.0,406.0,1408.0,1382.0
VLEGOV,-2.39,102.52,9.57,729.53
VLSFINANCE,43.0,320.0,58.0,4623.0
VMART,138.0,124.0,3993.0,3789.0
VMM,653.0,656.0,6849.0,6631.0
VMSTMT,17.0,21.0,874.0,882.0
VOEPL,18.0,16.0,1008.0,835.0
VOGL,,-188.0,,888.0
VOLTAMP,317.0,325.0,2274.0,2154.0
VOLTAS,418.0,1405.0,11457.0,11296.0
VPRPL,-196.0,122.0,713.0,1474.0
VRAJ,32.0,54.0,643.0,588.0
VRLLOG,267.0,323.0,3356.0,3221.0
VSSL,143.0,122.0,1807.0,1764.0
VSTIND,279.0,327.0,1423.0,1465.0
VSTL,8.0,21.0,1212.0,1149.0
VSTTILLERS,110.0,122.0,1271.0,1240.0
VTL,823.0,1677.0,9958.0,9841.0
WAAREEENER,3842.0,3762.0,23842.0,20991.0
WAAREEINDO,166.0,1081.0,554.0,680.0
WAAREERTL,510.0,483.0,3539.0,3331.0
WABAG,353.0,334.0,3384.0,3284.0
WAKEFIT,193.0,189.0,1547.0,1489.0
WALCHANNAG,-3.0,20.0,317.0,802.0
WANBURY,56.0,81.0,653.0,650.0
WCIL,37.0,80.0,1878.0,1829.0
WEALTH,34.0,42.0,53.0,331.0
WEBELSOLAR,314.0,303.0,1203.0,1049.0
WEIZMANIND,7.0,10.0,128.0,135.0
WEL,12.0,19.0,734.0,894.0
WELCORP,875.0,1018.0,8038.0,9082.0
WELENT,282.0,768.0,2535.0,2827.0
WELINV,3.08,7.33,5.29,8.3
WELSPLSOL,29.0,93.0,879.0,886.0
WELSPUNLIV,320.0,648.0,7793.0,8622.0
WENDT,26.0,40.0,223.0,215.0
WESTLIFE,5.94,59.12,7.26,62.53
WEWIN,4.37,5.62,96.86,93.65
WEWORK,82.0,130.0,2578.0,2432.0
WHEELS,149.0,139.0,5296.0,5098.0
WHIRLPOOL,196.0,476.0,7739.0,7474.0
WILLAMAGOR,-16.0,51.0,1.0,54.0
WINDLAS,66.0,66.0,942.0,904.0
WINDMACHIN,-5.0,17.0,550.0,567.0
WIPL,2.0,4.0,115.0,118.0
WIPRO,11299.0,12135.0,72568.0,71345.0
WOCKPHARMA,356.0,593.0,1887.0,2477.0
WONDERLA,102.0,158.0,593.0,519.0
WORTHPERI,19.0,19.0,213.0,222.0
WPIL,104.0,144.0,696.0,1148.0
WSI,2.34,163.34,65.88,326.38
WSTCSTPAPR,221.0,587.0,2581.0,2810.0
XCHANGING,36.0,366.0,40.0,150.0
XELPMOC,-7.83,4.05,3.92,14.05
XPROINDIA,36.0,45.0,535.0,535.0
XTGLOBAL,7.11,7.94,73.86,72.44
XTRANET,,28.0,,254.0
YASHO,52.0,64.0,934.0,817.0
YATHARTH,96.0,95.0,636.0,592.0
YATRA,32.0,38.0,653.0,843.0
YESBANK,3746.0,4225.0,30617.0,30895.0
YUKEN,14.0,118.0,425.0,397.0
ZAGGLE,124.0,133.0,1911.0,1853.0
ZEEL,56.0,1912.0,7664.0,8075.0
ZEELEARN,94.0,91.0,327.0,313.0
ZEEMEDIA,15.0,84.0,562.0,655.0
ZENITHEXPO,0.29,2.29,60.27,266.46
ZENITHSTL,2.49,3.11,38.13,164.06
ZENSARTECH,698.0,686.0,2880.0,2739.0
ZENTEC,138.0,263.0,416.0,931.0
ZFCVINDIA,486.0,507.0,4134.0,4055.0
ZFSTEERING,38.0,50.0,564.0,557.0
ZIMLAB,4.0,25.0,392.0,397.0
ZODIAC,25.0,21.0,587.0,544.0
ZODIACLOTH,-30.0,16.0,154.0,323.0
ZOTA,24.0,28.0,456.0,407.0
ZSARACOM,132.0,104.0,165.0,128.0
ZUARI,957.0,955.0,0.0,5504.0
ZUARIIND,7.0,69.0,931.0,874.0
ZYDUSLIFE,3515.0,5775.0,11768.0,15116.0
ZYDUSWELL,38.0,134.0,594.0,582.0
