Symbol,Company Name,Sector,Industry,Market Cap,Net Profit (Cr),ROCE (%),ROE (%),Debt to Equity,Latest Quarter Profit (Cr),Last 3Q Avg Profit (Cr),Public Holding (%),Is Bank/Finance,Is PSU,Passes Criteria,Screening Date
CROMPTON,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",165904662528,555.95,6.84,13.01,0.0483,122.29,134.74,99.28,False,False,False,2026-01-08
NAVA,Nava Limited,Industrials,Conglomerates,165830246400,1091.48,7.42,13.04,0.1599,129.49,264.26,46.36,False,False,False,2026-01-08
VINATIORGA,Vinati Organics Limited,Basic Materials,Specialty Chemicals,164724686848,405.25,10.95,15.82,0.0,104.19,107.03,24.68,False,False,False,2026-01-08
BASF,BASF India Limited,Basic Materials,Specialty Chemicals,164325277696,479.06,0.0,0.0,0.0386,107.15,89.32,25.65,False,False,False,2026-01-08
TBOTEK,TBOTEK,Consumer Cyclical,Travel Services,163464101888,229.89,2.6,19.45,0.5185,62.97,56.32,31.34,False,False,False,2026-01-08
ZENSARTECH,Zensar Technologies Limited,Technology,Information Technology Services,163425026048,649.8,9.41,17.54,0.0274,182.0,163.97,61.19,False,False,False,2026-01-08
NATCOPHARM,NATCO Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,162936258560,1885.4,9.96,19.44,0.0301,518.4,340.1,46.53,False,False,False,2026-01-08
CPPLUS,CPPLUS,Industrials,Building Products & Equipment,161165967360,351.37,0.0,0.0,0.0804,69.97,233.71,14.33,False,False,False,2026-01-08
KAJARIACER,Kajaria Ceramics Limited,Industrials,Building Products & Equipment,160769458176,294.35,8.52,14.1,0.0968,108.98,68.18,53.13,False,False,False,2026-01-08
APLLTD,Alembic Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,160149798912,583.42,6.72,12.38,0.28,154.38,149.57,29.42,False,False,False,2026-01-08
JSWCEMENT,JSWCEMENT,Basic Materials,Building Materials,160077185024,114.09,0.0,0.0,0.7536,86.43,64.39,15.2,False,False,False,2026-01-08
RATNAMANI,Ratnamani Metals & Tubes Limited,Basic Materials,Steel,159697600512,543.98,10.57,17.08,0.0613,136.22,156.76,20.49,False,False,False,2026-01-08
IRCON,Ircon International Limited,Industrials,Engineering & Construction,159680757760,727.41,1.95,9.42,0.7915,138.65,154.0,34.93,False,True,False,2026-01-08
AGARWALEYE,AGARWALEYE,Healthcare,Medical Instruments & Supplies,159480905728,83.46,4.62,8.13,0.4868,30.05,14.28,18.52,False,False,False,2026-01-08
BELRISE,BELRISE,Consumer Cyclical,Auto Parts,158122639360,355.44,6.64,12.21,0.2853,132.98,107.43,28.9,False,False,False,2026-01-08
PARADEEP,Paradeep Phosphates Limited,Basic Materials,Agricultural Inputs,157397614592,551.79,6.87,18.24,0.8704,255.85,191.37,92.35,False,False,False,2026-01-08
SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials,Electrical Equipment & Parts,157210902528,267.89,11.58,48.91,0.8008,52.32,68.79,22.07,False,False,False,2026-01-08
MAHSCOOTER,Maharashtra Scooters Ltd.,Financial Services,Asset Management,156947578880,214.35,0.53,1.12,0.0,35.36,68.7,44.46,True,False,False,2026-01-08
CARBORUNIV,Carborundum Universal Limited,Industrials,Conglomerates,156119629824,292.74,5.01,5.51,0.0795,61.89,59.93,61.53,False,False,False,2026-01-08
CIEINDIA,CIE Automotive India Limited,Consumer Cyclical,Auto Parts,155709292544,827.51,0.0,0.0,0.0702,203.53,195.54,33.48,False,False,False,2026-01-08
LMW,LMW Limited,Industrials,Specialty Industrial Machinery,155597897728,102.61,0.56,4.28,0.0,11.47,30.53,41.8,False,False,False,2026-01-08
CEATLTD,CEAT Limited,Consumer Cyclical,Auto Parts,155526086656,472.64,5.24,11.24,0.6799,112.45,106.16,53.46,False,False,False,2026-01-08
DOMS,DOMS Industries Limited,Industrials,Business Equipment & Supplies,155361476608,202.34,12.24,21.08,0.1364,58.27,52.15,29.61,False,False,False,2026-01-08
GESHIP,The Great Eastern Shipping Company Limited,Industrials,Marine Shipping,154845265920,2344.26,5.41,14.22,0.0824,581.41,487.08,69.27,False,False,False,2026-01-08
DEEPAKFERT,Deepak Fertilisers And Petrochemicals Corporation Limited,Basic Materials,Chemicals,154216497152,933.59,7.16,15.36,0.6205,243.17,246.01,51.85,False,False,False,2026-01-08
FIVESTAR,Five-Star Business Finance Limited,Financial Services,Credit Services,152248107008,1072.49,7.83,17.64,1.2306,266.31,273.64,69.9,True,False,True,2026-01-08
BEML,BEML Limited,Industrials,Conglomerates,151610966016,292.57,4.51,10.76,0.2379,64.11,121.01,45.8,False,False,False,2026-01-08
JBMA,JBM Auto Limited,Consumer Cyclical,Auto Parts,150909517824,201.91,5.45,16.4,2.1826,36.8,56.17,16.97,False,False,False,2026-01-08
ANURAS,Anupam Rasayan India Ltd,Basic Materials,Specialty Chemicals,150388015104,93.35,4.86,6.94,0.3751,34.04,29.81,19.62,False,False,False,2026-01-08
DATAPATTNS,Data Patterns (India) Limited,Industrials,Aerospace & Defense,150283354112,221.81,10.33,16.17,0.0038,49.19,61.41,41.71,False,False,False,2026-01-08
TRAVELFOOD,TRAVELFOOD,Consumer Cyclical,Restaurants,149982937088,363.15,0.0,0.0,0.2366,95.77,81.28,12.32,False,False,False,2026-01-08
GRANULES,Granules India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,147384844288,501.52,7.57,13.84,0.4537,130.61,127.42,58.72,False,False,False,2026-01-08
NIVABUPA,Niva Bupa Health Insurance Company Limited,Financial Services,Insurance - Life,146770984960,213.52,1.29,2.41,0.0658,91.44,79.38,33.76,True,False,False,2026-01-08
JKTYRE,JK Tyre & Industries Limited,Consumer Cyclical,Auto Parts,146119540736,495.04,4.77,10.61,0.8967,165.35,94.53,40.79,False,False,False,2026-01-08
GABRIEL,Gabriel India Limited,Consumer Cyclical,Auto Parts,145496948736,244.98,9.76,21.62,0.0813,69.03,62.15,43.99,False,False,False,2026-01-08
SHRIPISTON,Shriram Pistons & Rings Limited,Consumer Cyclical,Auto Parts,144668426240,506.68,11.13,22.02,0.1952,133.7,130.42,34.86,False,False,False,2026-01-08
ZYDUSWELL,Zydus Wellness Limited,Consumer Defensive,Packaged Foods,144604037120,346.9,2.57,4.53,0.5331,127.9,66.4,29.26,False,False,False,2026-01-08
ELGIEQUIP,Elgi Equipments Limited,Industrials,Specialty Industrial Machinery,144341467136,350.2,9.64,20.89,0.2627,121.4,89.41,60.09,False,False,False,2026-01-08
ABDL,ABDL,Consumer Defensive,Beverages - Wineries & Distilleries,144106668032,194.86,7.74,17.04,0.6674,56.56,61.22,19.68,False,False,False,2026-01-08
AKZOINDIA,Akzo Nobel India Limited,Basic Materials,Specialty Chemicals,143957491712,429.5,8.99,108.16,0.0316,91.0,104.97,33.37,False,False,False,2026-01-08
ABLBL,ABLBL,Consumer Cyclical,Apparel Retail,143510781952,0.0,0.0,0.0,2.6681,24.06,22.93,57.48,False,False,False,2026-01-08
UTIAMC,UTI Asset Management Company Limited,Financial Services,Asset Management,142692646912,731.49,10.06,13.34,0.0302,236.85,159.11,76.97,True,False,False,2026-01-08
CANHLIFE,CANHLIFE,Financial Services,Insurance - Life,142380924928,0.0,0.21,8.38,0.0,0.0,0.0,25.0,True,False,False,2026-01-08
ACUTAAS,Acutaas Chemicals Limited,Basic Materials,Specialty Chemicals,142306033664,158.71,10.8,16.9,0.0058,44.29,48.33,58.51,False,False,False,2026-01-08
RPOWER,Reliance Power Limited,Utilities,Utilities - Independent Power Producers,142054391808,2947.83,2.62,1.94,0.9222,87.32,70.74,69.62,False,False,False,2026-01-08
SYRMA,Syrma SGS Technology Limited,Technology,Electronic Components,142050443264,169.87,4.2,10.47,0.1148,49.74,50.19,38.24,False,False,False,2026-01-08
VGUARD,V-Guard Industries Limited,Industrials,Electrical Equipment & Parts,140976259072,313.72,7.2,14.1,0.0688,73.85,71.58,43.39,False,False,False,2026-01-08
CONCORDBIO,Concord Biotech Limited,Healthcare,Biotechnology,140801458176,371.64,12.62,18.93,0.0009,63.06,86.79,25.42,False,False,False,2026-01-08
TEGA,Tega Industries Limited,Industrials,Specialty Industrial Machinery,140714180608,200.12,8.2,17.34,0.207,44.94,63.83,28.97,False,False,False,2026-01-08
APTUS,Aptus Value Housing Finance India Limited,Financial Services,Mortgage Finance,140102336512,751.25,7.57,19.45,1.5702,219.25,193.17,70.08,True,False,False,2026-01-08
THELEELA,Leela Palaces Hotels & Resorts Limited,Consumer Cyclical,Lodging,139913445376,47.83,0.0,0.0,0.2767,8.77,74.99,22.94,False,False,False,2026-01-08
EMMVEE,EMMVEE,Technology,Solar,139722145792,369.01,0.0,0.0,2.149,237.86,83.45,17.11,False,False,False,2026-01-08
JAINREC,JAINREC,Basic Materials,Other Industrial Metals & Mining,139465752576,224.34,0.0,0.0,0.9485,0.0,0.0,16.46,False,False,False,2026-01-08
SIGNATURE,Signatureglobal (India) Limited,Real Estate,Real Estate - Development,139436146688,101.08,-0.07,11.39,3.5619,46.86,41.54,26.32,False,False,False,2026-01-08
ACMESOLAR,ACME Solar Holdings Limited,Utilities,Utilities - Renewable,138761486336,252.11,4.3,14.24,2.7178,130.83,78.94,16.55,False,False,False,2026-01-08
CAPLIPOINT,Caplin Point Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,138401841152,536.31,12.36,20.66,0.0017,152.8,137.44,25.33,False,False,False,2026-01-08
SWANCORP,Swan Corp Limited,Industrials,Conglomerates,138171318272,755.3,-3.51,6.62,0.2823,3.82,206.56,29.34,False,False,False,2026-01-08
AFCONS,AFCONS,Industrials,Engineering & Construction,138158292992,486.81,3.36,10.94,0.6614,105.41,132.39,43.6,False,False,False,2026-01-08
TRIDENT,Trident Limited,Consumer Cyclical,Textile Manufacturing,138135764992,369.88,5.37,9.98,0.3474,90.93,117.54,23.03,False,False,False,2026-01-08
MINDACORP,Minda Corporation Limited,Consumer Cyclical,Auto Parts,138098016256,255.4,5.81,11.75,0.6297,65.31,63.73,32.42,False,False,False,2026-01-08
FIRSTCRY,FIRSTCRY,Consumer Cyclical,Internet Retail,137640656896,191.47,-1.3,-4.59,0.3148,35.05,43.65,42.39,False,False,False,2026-01-08
GALLANTT,Gallantt Ispat Limited,Basic Materials,Steel,137510830080,400.74,11.04,17.21,0.2115,173.79,92.96,21.92,False,False,False,2026-01-08
USHAMART,Usha Martin Limited,Basic Materials,Steel,137124225024,407.39,8.26,15.21,0.0891,109.71,98.16,46.24,False,False,False,2026-01-08
IGIL,International Gemmological Institute (India) Limited,Basic Materials,Other Precious Metals & Mining,136994627584,427.29,0.0,0.0,0.1063,129.79,120.26,21.5,False,True,False,2026-01-08
JMFINANCIL,JM Financial Limited,Financial Services,Capital Markets,135780564992,821.31,4.42,10.49,1.041,453.81,216.87,40.38,True,False,False,2026-01-08
IFCI,IFCI Limited,Financial Services,Credit Services,134740647936,171.04,2.87,4.88,0.2263,142.96,99.29,26.88,True,False,False,2026-01-08
MANYAVAR,Vedant Fashions Limited,Consumer Cyclical,Apparel Manufacturing,133846851584,388.47,11.79,23.73,0.2695,70.26,108.66,25.04,False,False,False,2026-01-08
AARTIIND,Aarti Industries Limited,Basic Materials,Specialty Chemicals,133723709440,330.87,3.09,5.21,0.6956,43.0,64.62,56.88,False,False,False,2026-01-08
IEX,Indian Energy Exchange Limited,Financial Services,Capital Markets,133475074048,429.17,20.56,40.87,0.003,120.7,110.91,88.97,True,True,False,2026-01-08
KSB,KSB Limited,Industrials,Specialty Industrial Machinery,131460513792,247.48,0.0,0.0,0.003,67.5,65.02,30.02,False,False,False,2026-01-08
AETHER,Aether Industries Limited,Basic Materials,Specialty Chemicals,130743394304,158.42,6.01,8.73,0.0924,53.96,46.9,25.0,False,False,False,2026-01-08
INTELLECT,Intellect Design Arena Limited,Technology,Software - Application,130499641344,332.77,7.38,14.47,0.0301,94.49,86.1,56.19,False,False,False,2026-01-08
CYIENT,Cyient Limited,Industrials,Conglomerates,130314125312,615.7,6.1,10.58,0.0722,153.8,157.27,75.55,False,False,False,2026-01-08
CARTRADE,CarTrade Tech Limited,Consumer Cyclical,Auto & Truck Dealerships,130238038016,134.65,3.82,8.66,0.0525,42.87,37.46,87.51,False,False,False,2026-01-08
RAINBOW,Rainbow Children's Medicare Limited,Healthcare,Medical Care Facilities,130236940288,243.42,9.34,17.69,0.5324,75.25,59.51,42.3,False,False,False,2026-01-08
INDIAMART,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,130191958016,550.7,8.13,26.79,0.0132,153.5,145.57,48.42,False,False,False,2026-01-08
JWL,Jupiter Wagons Limited,Industrials,Railroads,130177024000,382.26,6.24,10.25,0.2672,46.56,77.77,30.9,False,False,False,2026-01-08
KIRLOSBROS,Kirloskar Brothers Limited,Industrials,Specialty Industrial Machinery,129612562432,415.23,8.53,19.43,0.0987,66.7,116.68,31.77,False,False,False,2026-01-08
FINEORG,Fine Organic Industries Limited,Basic Materials,Specialty Chemicals,129513873408,410.5,10.7,17.64,0.0066,108.55,98.97,25.0,False,False,False,2026-01-08
BBTC,The Bombay Burmah Trading Corporation Limited,Consumer Defensive,Packaged Foods,128478478336,1122.63,14.81,30.64,0.303,241.68,296.11,21.98,False,False,False,2026-01-08
BLUEDART,Blue Dart Express Limited,Industrials,Integrated Freight & Logistics,127964749824,252.42,7.02,17.43,0.6624,48.83,66.33,23.66,False,False,False,2026-01-08
LTFOODS,LT Foods Limited,Consumer Defensive,Packaged Foods,127409405952,605.34,8.78,16.16,0.4309,168.5,150.72,38.41,False,False,False,2026-01-08
BLS,BLS International Services Limited,Industrials,Specialty Business Services,126347984896,508.23,14.41,31.09,0.1655,175.23,142.27,28.34,False,True,False,2026-01-08
GRAPHITE,Graphite India Limited,Industrials,Electrical Equipment & Parts,126124720128,462.11,0.18,4.05,0.0457,77.0,68.04,34.31,False,False,False,2026-01-08
GRAVITA,Gravita India Limited,Industrials,Metal Fabrication,125773774848,312.39,11.49,22.55,0.1962,93.26,81.69,41.87,False,False,False,2026-01-08
NSLNISP,NMDC Steel Limited,Basic Materials,Steel,125517856768,2373.78,-2.88,-9.65,0.4077,114.78,418.91,38.92,False,False,False,2026-01-08
SKFINDUS,SKFINDUS,Industrials,Tools & Accessories,125142319104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2026-01-08
CEMPRO,Cemindia Projects Limited,Industrials,Engineering & Construction,124958294016,372.81,7.08,24.18,0.4786,137.22,90.87,28.91,False,False,False,2026-01-08
INDGN,INDGN,Healthcare,Health Information Services,124920643584,406.7,9.27,17.06,0.0426,116.4,106.33,40.84,False,False,False,2026-01-08
NUVOCO,Nuvoco Vistas Corporation Limited,Basic Materials,Building Materials,123791654912,21.84,2.66,3.03,0.6321,133.16,104.03,27.98,False,False,False,2026-01-08
CCL,CCL Products (India) Limited,Consumer Defensive,Packaged Foods,123386372096,310.34,7.64,17.37,0.7799,72.45,79.62,51.01,False,False,False,2026-01-08
WELSPUNLIV,Welspun Living Limited,Consumer Cyclical,Textile Manufacturing,121109848064,639.16,3.65,7.55,0.5497,12.98,113.4,32.53,False,False,False,2026-01-08
BLACKBUCK,BlackBuck Limited,Technology,Software - Application,120933122048,8.65,0.57,35.06,0.0363,29.2,120.63,59.02,False,False,False,2026-01-08
THANGAMAYL,Thangamayil Jewellery Limited,Consumer Cyclical,Luxury Goods,120669724672,118.71,7.2,21.84,0.9632,45.71,32.35,36.5,False,False,False,2026-01-08
BSOFT,Birlasoft Limited,Technology,Information Technology Services,120287977472,516.76,8.72,13.28,0.0409,106.43,122.18,59.11,False,False,False,2026-01-08
IIFLCAPS,IIFL Capital Services Limited,Financial Services,Capital Markets,119860346880,712.34,6.25,23.27,0.6187,84.41,166.81,38.98,True,False,False,2026-01-08
TECHNOE,Techno Electric & Engineering Company Limited,Industrials,Engineering & Construction,119788560384,422.95,5.17,12.05,0.0157,103.98,122.25,43.0,False,False,False,2026-01-08
ZENTEC,Zen Technologies Limited,Industrials,Aerospace & Defense,119596269568,280.24,9.32,15.87,0.0098,47.75,67.81,49.66,False,False,False,2026-01-08
VTL,Vardhman Textiles Limited,Consumer Cyclical,Textile Manufacturing,119465328640,883.27,4.49,8.57,0.1447,207.17,214.92,34.62,False,False,False,2026-01-08
LEMONTREE,Lemon Tree Hotels Limited,Consumer Cyclical,Lodging,119450214400,196.58,8.11,15.97,1.0955,34.6,61.82,77.45,False,False,False,2026-01-08
SAMMAANCAP,Sammaan Capital Limited,Financial Services,Mortgage Finance,119378026496,1807.46,1.79,5.99,2.0354,334.3,1129.07,94.09,True,False,False,2026-01-08
CANFINHOME,Can Fin Homes Limited,Financial Services,Mortgage Finance,119192920064,857.17,2.28,18.13,6.5872,223.87,219.18,67.58,True,False,False,2026-01-08
BATAINDIA,Bata India Limited,Consumer Cyclical,Footwear & Accessories,119164305408,330.66,5.71,11.39,0.9039,52.0,52.2,49.59,False,False,False,2026-01-08
FINCABLES,Finolex Cables Limited,Industrials,Electrical Equipment & Parts,118635053056,700.77,5.26,12.19,0.0038,162.64,167.19,43.25,False,False,False,2026-01-08
SANSERA,Sansera Engineering Limited,Consumer Cyclical,Auto Parts,117846540288,215.16,5.92,11.42,0.1518,71.74,59.06,68.87,False,False,False,2026-01-08
CHENNPETRO,Chennai Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,117783093248,214.09,6.38,14.14,0.219,40.1,374.8,30.16,False,False,False,2026-01-08
JPPOWER,Jaiprakash Power Ventures Limited,Utilities,Utilities - Independent Power Producers,117672820736,813.55,4.6,6.0,0.2762,278.13,155.0,85.62,False,False,False,2026-01-08
NEWGEN,Newgen Software Technologies Limited,Technology,Software - Infrastructure,116581031936,315.24,11.85,22.74,0.0325,49.72,89.22,66.59,False,False,False,2026-01-08
SANDUMA,The Sandur Manganese & Iron Ores Limited,Basic Materials,Steel,115810172928,470.17,13.28,22.92,0.6356,138.87,153.39,23.7,False,False,False,2026-01-08
HEG,HEG Limited,Industrials,Electrical Equipment & Parts,115725541376,115.06,2.76,5.66,0.1381,143.33,87.3,26.26,False,False,False,2026-01-08
AAVAS,Aavas Financiers Limited,Financial Services,Mortgage Finance,115594174464,574.11,3.32,13.82,3.0797,163.93,146.45,49.39,True,False,False,2026-01-08
CELLO,Cello World Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",113888321536,338.82,11.39,15.14,0.0022,85.66,82.54,19.57,False,False,False,2026-01-08
RITES,RITES Limited,Industrials,Engineering & Construction,113720279040,384.8,5.02,16.57,0.0028,98.21,104.3,27.84,False,False,False,2026-01-08
RAILTEL,RailTel Corporation of India Limited,Communication Services,Telecom Services,113475870720,299.81,5.44,16.03,0.0334,66.1,83.71,27.03,False,False,False,2026-01-08
EUREKAFORB,Eureka Forbes Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",113076617216,164.4,2.22,4.21,0.0201,62.9,41.07,35.55,False,False,False,2026-01-08
ELECON,Elecon Engineering Company Limited,Industrials,Specialty Industrial Machinery,112951705600,415.1,12.13,25.87,0.1149,175.44,113.91,36.72,False,False,False,2026-01-08
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Financial Services,Banks - Regional,112498434048,726.1,0.89,6.83,0.0,103.22,141.67,95.25,True,False,False,2026-01-08
J&KBANK,Jammu and Kashmir Bank Limited,Financial Services,Banks - Regional,112452755456,2081.79,1.25,14.8,0.0,484.53,554.43,37.91,True,False,True,2026-01-08
PCBL,PCBL Chemical Limited,Basic Materials,Specialty Chemicals,112329605120,434.6,4.2,9.06,1.3522,94.05,105.53,45.35,False,False,False,2026-01-08
SBFC,SBFC Finance Limited,Financial Services,Credit Services,112162291712,345.3,4.52,12.25,1.7982,100.89,88.74,42.59,True,False,False,2026-01-08
JUBLINGREA,Jubilant Ingrevia Limited,Basic Materials,Specialty Chemicals,111926837248,251.18,5.05,9.84,0.2651,75.1,67.48,45.03,False,False,False,2026-01-08
SPLPETRO,Supreme Petrochem Limited,Basic Materials,Specialty Chemicals,111273467904,390.52,7.32,14.28,0.0656,81.82,89.53,33.6,False,False,False,2026-01-08
ACE,Action Construction Equipment Limited,Industrials,Farm & Heavy Construction Machinery,111148294144,409.22,11.05,26.39,0.0801,97.72,108.35,31.43,False,False,False,2026-01-08
TITAGARH,Titagarh Rail Systems Limited,Industrials,Railroads,111078916096,276.39,5.48,7.99,0.2509,36.9,53.18,59.57,False,False,False,2026-01-08
ENGINERSIN,Engineers India Limited,Industrials,Engineering & Construction,111020228608,579.77,6.9,21.13,0.0073,83.49,151.31,48.49,False,False,False,2026-01-08
SOUTHBANK,The South Indian Bank Limited,Financial Services,Banks - Regional,110900387840,1303.09,1.06,13.55,0.0,322.17,336.4,95.31,True,True,True,2026-01-08
ALIVUS,Alivus Life Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,110835785728,485.63,12.56,19.1,0.02,121.54,124.71,25.09,False,False,False,2026-01-08
AVANTIFEED,Avanti Feeds Limited,Consumer Defensive,Packaged Foods,110588633088,528.82,11.14,20.8,0.0044,178.29,133.55,29.36,False,False,False,2026-01-08
RUBICON,RUBICON,Healthcare,Drug Manufacturers - General,110440366080,0.0,0.0,0.0,0.8766,0.0,0.0,22.95,False,False,False,2026-01-08
WHIRLPOOL,Whirlpool of India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",109533593600,359.0,3.13,8.86,0.0633,145.73,71.73,29.94,False,False,False,2026-01-08
FINPIPE,Finolex Industries Limited,Industrials,Building Products & Equipment,109503397888,800.03,3.08,7.56,0.0036,123.56,118.92,35.38,False,False,False,2026-01-08
TI,Tilaknagar Industries Ltd.,Consumer Defensive,Beverages - Wineries & Distilleries,109234946048,229.59,9.9,19.91,0.0244,52.68,73.26,50.74,False,False,False,2026-01-08
LUMAXTECH,Lumax Auto Technologies Limited,Consumer Cyclical,Auto Parts,107918417920,177.77,8.15,22.79,0.8742,66.85,48.2,42.8,False,False,False,2026-01-08
HOMEFIRST,Home First Finance Company India Limited,Financial Services,Mortgage Finance,107778760704,382.07,3.6,14.37,2.4045,118.89,98.1,80.06,True,False,False,2026-01-08
GODREJAGRO,Godrej Agrovet Limited,Consumer Defensive,Packaged Foods,107732049920,429.72,6.62,17.84,1.1073,160.52,98.19,24.27,False,False,False,2026-01-08
TDPOWERSYS,TD Power Systems Limited,Industrials,Specialty Industrial Machinery,107694505984,174.58,11.9,24.02,0.0372,50.07,46.41,71.06,False,False,False,2026-01-08
PRUDENT,Prudent Corporate Advisory Services Limited,Financial Services,Asset Management,107224793088,195.65,22.3,30.85,0.0426,51.78,50.48,35.71,True,False,False,2026-01-08
CUPID,Cupid Limited,Consumer Defensive,Household & Personal Products,107158659072,40.89,10.11,17.59,0.0702,24.13,12.53,29.06,False,False,False,2026-01-08
PRIVISCL,Privi Speciality Chemicals Limited,Basic Materials,Specialty Chemicals,106297425920,187.0,9.81,22.72,0.86,61.93,51.88,21.93,False,False,False,2026-01-08
HAPPYFORGE,HAPPYFORGE,Industrials,Metal Fabrication,106081173504,267.44,9.82,14.79,0.0983,65.69,67.88,21.49,False,False,False,2026-01-08
INOXINDIA,INOX India Limited,Industrials,Specialty Industrial Machinery,105512574976,226.03,10.45,28.41,0.1014,61.12,57.8,24.77,False,False,False,2026-01-08
INGERRAND,Ingersoll-Rand (India) Limited,Industrials,Specialty Industrial Machinery,104894152704,267.52,23.01,41.05,0.0151,60.35,68.1,23.09,False,False,True,2026-01-08
MGL,Mahanagar Gas Limited,Utilities,Utilities - Regulated Gas,104684691456,1040.57,8.85,16.57,0.0355,317.89,251.69,57.5,False,False,False,2026-01-08
JINDALSAW,Jindal Saw Limited,Basic Materials,Steel,104144707584,1738.37,6.44,10.21,0.4395,424.04,432.44,35.94,False,False,False,2026-01-08
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,Diagnostics & Research,103947362304,143.08,10.49,19.09,0.4222,38.34,37.31,47.44,False,False,False,2026-01-08
SHAILY,Shaily Engineering Plastics Limited,Basic Materials,Specialty Chemicals,103550738432,93.12,13.56,25.86,0.2981,51.25,31.64,44.84,False,False,False,2026-01-08
SAFARI,Safari Industries (India) Limited,Consumer Cyclical,Footwear & Accessories,103383506944,142.8,9.21,17.16,0.1083,46.94,39.99,46.57,False,False,False,2026-01-08
EDELWEISS,Edelweiss Financial Services Limited,Financial Services,Financial Conglomerates,102934626304,398.83,1.38,9.84,3.507,128.41,98.83,38.51,True,False,False,2026-01-08
AZAD,AZAD,Industrials,Specialty Industrial Machinery,102891634688,87.32,6.48,10.23,0.2115,29.72,23.4,42.38,False,False,False,2026-01-08
HFCL,HFCL Limited,Technology,Communication Equipment,102420586496,177.41,1.7,0.76,0.4139,32.24,76.32,74.38,False,False,False,2026-01-08
NAZARA,Nazara Technologies Limited,Communication Services,Electronic Gaming & Multimedia,101970501632,75.82,0.1,0.81,0.0566,29.35,33.2,53.0,False,False,False,2026-01-08
SCI,The Shipping Corporation of India Limited,Industrials,Marine Shipping,101502263296,843.58,3.27,9.69,0.3296,189.16,204.94,36.21,False,False,False,2026-01-08
SANOFICONR,SANOFICONR,Healthcare,Drug Manufacturers - General,100939997184,181.0,0.0,0.0,0.1101,62.9,51.67,28.54,False,False,False,2026-01-08
SONATSOFTW,Sonata Software Limited,Technology,Information Technology Services,100741521408,424.67,7.49,27.02,0.4169,120.19,107.29,58.06,False,False,False,2026-01-08
PVRINOX,PVR INOX Limited,Communication Services,Entertainment,100239515648,279.6,2.21,-0.55,1.0506,54.0,57.57,70.96,False,False,False,2026-01-08
RELAXO,Relaxo Footwears Limited,Consumer Cyclical,Footwear & Accessories,99751452672,170.33,4.86,8.46,0.1021,36.16,46.04,28.52,False,False,False,2026-01-08
METROPOLIS,Metropolis Healthcare Limited,Healthcare,Diagnostics & Research,99352330240,144.97,7.38,12.08,0.1392,45.06,35.67,50.09,False,False,False,2026-01-08
MMTC,MMTC Limited,Industrials,Conglomerates,98728042496,86.63,-1.78,12.13,0.018,170.81,16.72,9.94,False,False,False,2026-01-08
IXIGO,IXIGO,Consumer Cyclical,Travel Services,98214649856,60.18,3.93,7.46,0.0363,19.08,15.11,42.61,False,False,False,2026-01-08
SWANDEF,SWANDEF,Industrials,Aerospace & Defense,97988804608,181.04,-2.69,-41.26,10.6733,19.86,35.49,5.02,False,False,False,2026-01-08
JYOTHYLAB,Jyothy Labs Limited,Consumer Defensive,Household & Personal Products,97807581184,370.43,11.92,20.94,0.0374,87.76,86.83,31.24,False,False,False,2026-01-08
BANCOINDIA,Banco Products (India) Limited,Consumer Cyclical,Auto Parts,97719558144,391.8,11.51,29.77,0.4458,138.9,97.98,30.03,False,False,False,2026-01-08
TSFINV,TSF Investments Limited,Financial Services,Asset Management,97600962560,412.1,1.52,8.19,0.0458,100.5,123.34,48.35,True,False,False,2026-01-08
LLOYDSENT,Lloyds Enterprises Limited,Basic Materials,Steel,97531404288,57.09,1.37,11.0,0.1595,23.46,86.2,25.37,False,False,False,2026-01-08
OLECTRA,Olectra Greentech Limited,Industrials,Farm & Heavy Construction Machinery,97507991552,138.89,6.67,13.53,0.3254,49.55,31.12,49.69,False,False,False,2026-01-08
MEDPLUS,MedPlus Health Services Limited,Healthcare,Pharmaceutical Retailers,97311252480,150.32,5.58,11.21,0.6469,42.36,45.32,58.0,False,False,False,2026-01-08
WAAREERTL,Waaree Renewable Technologies Limited,Utilities,Utilities - Renewable,96944349184,229.16,23.77,71.73,0.1231,86.44,66.95,24.52,False,False,True,2026-01-08
NCC,NCC Limited,Industrials,Engineering & Construction,96029130752,819.88,4.72,11.42,0.3789,192.14,203.32,73.72,False,False,False,2026-01-08
